id,lat,lon,user,timestamp
366340269,31.2538692,121.3490425,yangfl,2011-01-17T13:32:24Z
366340271,31.2539383,121.3485608,yangfl,2011-01-17T13:32:13Z
366340272,31.2539878,121.3482984,yangfl,2011-01-17T13:32:26Z
366340274,31.2541242,121.3476154,yangfl,2011-01-17T13:32:16Z
366340276,31.2541258,121.3474293,yangfl,2011-01-17T13:32:00Z
366340278,31.2540737,121.3471256,yangfl,2011-01-17T13:31:51Z
366340280,31.2539362,121.346834,yangfl,2011-01-17T13:32:22Z
366340283,31.2537595,121.3466149,yangfl,2011-01-17T13:32:28Z
366340286,31.2535669,121.3464838,yangfl,2011-01-17T13:32:31Z
366340288,31.2532274,121.3464016,yangfl,2011-01-17T13:32:17Z
366340291,31.2531286,121.3464124,yangfl,2011-01-17T13:32:25Z
366340293,31.2527351,121.3465387,yangfl,2010-11-27T16:24:21Z
366340295,31.2525095,121.3466357,yangfl,2011-07-20T15:30:17Z
366340298,31.2521618,121.3467605,yangfl,2011-01-17T13:32:06Z
366340722,31.2508026,121.3473936,yangfl,2011-01-17T13:31:51Z
366340840,31.2528272,121.3503581,yangfl,2011-01-03T06:23:16Z
366340842,31.2529296,121.3505316,yangfl,2011-01-03T06:23:26Z
366340843,31.2530233,121.3507392,yangfl,2011-01-17T13:31:49Z
366340845,31.2531787,121.3512011,yangfl,2011-01-17T13:32:18Z
366340847,31.2531245,121.3542771,yangfl,2011-07-20T15:30:17Z
366341140,31.2530234,121.327898,yangfl,2011-07-15T02:09:20Z
368902250,31.2406254,121.2838282,DAJIBA,2011-11-02T07:53:15Z
368902254,31.2427315,121.2830342,DAJIBA,2011-11-02T07:53:14Z
368902255,31.2451898,121.2828486,DAJIBA,2011-11-02T07:53:14Z
368902257,31.2460404,121.2822558,sfrank,2009-04-02T16:42:12Z
368902262,31.2464529,121.2806664,DAJIBA,2011-11-02T07:53:15Z
368902265,31.2473613,121.2791659,sfrank,2009-04-02T16:42:12Z
368902267,31.2498978,121.2770341,aighes,2016-03-22T12:43:42Z
368902271,31.250601,121.2757971,aighes,2016-03-22T12:43:42Z
368902273,31.2517639,121.2724711,sfrank,2009-04-02T16:42:11Z
368902275,31.2531192,121.2693539,DAJIBA,2011-11-02T07:53:14Z
368902278,31.2544439,121.2667006,aighes,2014-04-28T22:40:35Z
368902282,31.2572483,121.2624628,DAJIBA,2011-11-02T07:53:15Z
368902285,31.2587298,121.2599157,aighes,2016-03-22T12:43:43Z
368902302,31.2644358,121.2320969,DAJIBA,2011-11-02T07:53:14Z
368902305,31.2645306,121.2297274,sfrank,2009-04-02T16:42:11Z
368902307,31.2644926,121.2262529,DAJIBA,2011-11-02T07:53:14Z
